id,Name,Country,Fueltype,Capacity,CapacityFactor,EmissionFactor_kg_per_kWh,EstimatedAnnualCO2_tonnes
38264,Bhkw,Germany,Biogas,0.364,0.5,230,366.69
38265,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38266,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38267,Bhkw,Germany,Biogas,0.6,0.5,230,604.44
38268,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38269,Bhkw,Germany,Biogas,1.203,0.5,230,1211.9
38270,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38271,Bhkw,Germany,Biogas,0.5,0.5,230,503.7
38272,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38273,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38274,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38275,Bhkw,Germany,Biogas,0.45,0.5,230,453.33
38276,Bhkw,Germany,Biogas,0.11,0.5,230,110.81
38277,Bhkw,Germany,Biogas,0.635,0.5,230,639.7
38278,Bhkw,Germany,Biogas,0.637,0.5,230,641.71
38279,Bhkw,Germany,Biogas,0.32,0.5,230,322.37
38280,Bhkw,Germany,Biogas,0.275,0.5,230,277.04
38281,Bhkw,Germany,Biogas,0.889,0.5,230,895.58
38282,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
38283,Bhkw,Germany,Biogas,0.104,0.5,230,104.77
38284,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38285,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38286,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38287,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38288,Bhkw,Germany,Biogas,0.43,0.5,230,433.18
38289,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38290,Bhkw,Germany,Biogas,0.15,0.5,230,151.11
38291,Bhkw,Germany,Biogas,0.22,0.5,230,221.63
38292,Bhkw,Germany,Biogas,0.255,0.5,230,256.89
38293,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38294,Bhkw,Germany,Biogas,0.209,0.5,230,210.55
38295,Bhkw,Germany,Biogas,0.18,0.5,230,181.33
38296,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38297,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38298,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38299,Bhkw,Germany,Biogas,0.635,0.5,230,639.7
38300,Bhkw,Germany,Biogas,0.15,0.5,230,151.11
38301,Bhkw,Germany,Biogas,0.2625,0.5,230,264.44
38302,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38303,Bhkw,Germany,Biogas,1.203,0.5,230,1211.9
38304,Bhkw,Germany,Biogas,0.22,0.5,230,221.63
38305,Bhkw,Germany,Biogas,0.366,0.5,230,368.71
38306,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38307,Bhkw,Germany,Solid Biomass,1.4,0.6,230,1692.43
38308,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38309,Bhkw,Germany,Biogas,0.6,0.5,230,604.44
38310,Bhkw,Germany,Solid Biomass,0.35,0.6,230,423.11
38311,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38312,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38313,Bhkw,Germany,Biogas,0.164,0.5,230,165.21
38314,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38315,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38316,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38317,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38318,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38319,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38320,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38321,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38322,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38323,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38324,Bhkw,Germany,Biogas,0.526,0.5,230,529.89
38325,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38326,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38327,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38328,Bhkw,Germany,Biogas,0.255,0.5,230,256.89
38329,Bhkw,Germany,Biogas,2.0,0.5,230,2014.8
38330,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
38331,Bhkw,Germany,Biogas,0.365,0.5,230,367.7
38332,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38333,Bhkw,Germany,Biogas,0.537,0.5,230,540.97
38334,Bhkw,Germany,Biogas,0.625,0.5,230,629.62
38335,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38336,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38337,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38338,Bhkw,Germany,Solid Biomass,0.265,0.6,230,320.35
38339,Bhkw,Germany,Solid Biomass,0.233,0.6,230,281.67
38340,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38341,Bhkw,Germany,Solid Biomass,0.25,0.6,230,302.22
38342,Bhkw,Germany,Biogas,0.191,0.5,230,192.41
38343,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38344,Bhkw,Germany,Biogas,0.219,0.5,230,220.62
38345,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38346,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38347,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38348,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38349,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38350,Bhkw,Germany,Biogas,0.5875,0.5,230,591.85
38351,Bhkw,Germany,Biogas,0.526,0.5,230,529.89
38352,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38353,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38354,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38355,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38356,Bhkw,Germany,Biogas,0.123,0.5,230,123.91
38357,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38358,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38359,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38360,Bhkw,Germany,Biogas,0.527,0.5,230,530.9
38361,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38362,Bhkw,Germany,Biogas,0.901,0.5,230,907.67
38363,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
38364,Bhkw,Germany,Biogas,0.27,0.5,230,272.0
38365,Bhkw,Germany,Biogas,0.3,0.5,230,302.22
38366,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38367,Bhkw,Germany,Biogas,0.526,0.5,230,529.89
38368,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38369,Bhkw,Germany,Biogas,0.17,0.5,230,171.26
38370,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38371,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38372,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38373,Bhkw,Germany,Biogas,0.38,0.5,230,382.81
38374,Bhkw,Germany,Biogas,0.8,0.5,230,805.92
38375,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38376,Bhkw,Germany,Biogas,0.365,0.5,230,367.7
38377,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38378,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38379,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38380,Bhkw,Germany,Biogas,0.26,0.5,230,261.92
38381,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38382,Bhkw,Germany,Biogas,0.703,0.5,230,708.2
38383,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38384,Bhkw,Germany,Biogas,0.5,0.5,230,503.7
38385,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38386,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38387,Bhkw,Germany,Biogas,0.104,0.5,230,104.77
38388,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38389,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38390,Bhkw,Germany,Biogas,1.169,0.5,230,1177.65
38391,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38392,Bhkw,Germany,Biogas,0.135,0.5,230,136.0
38393,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38394,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38395,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38396,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38397,Bhkw,Germany,Biogas,0.27,0.5,230,272.0
38398,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38399,Bhkw,Germany,Biogas,0.625,0.5,230,629.62
38400,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38401,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38402,Bhkw,Germany,Biogas,2.3,0.5,230,2317.02
38403,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38404,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38405,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38406,Bhkw,Germany,Biogas,0.34,0.5,230,342.52
38407,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
38408,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38409,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38410,Bhkw,Germany,Biogas,0.671,0.5,230,675.97
38411,Bhkw,Germany,Biogas,0.209,0.5,230,210.55
38412,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38413,Bhkw,Germany,Biogas,0.185,0.5,230,186.37
38414,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38415,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
38416,Bhkw,Germany,Biogas,0.135,0.5,230,136.0
38417,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
38418,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38419,Bhkw,Germany,Biogas,0.901,0.5,230,907.67
38420,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38421,Bhkw,Germany,Biogas,1.723,0.5,230,1735.75
38422,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38423,Bhkw,Germany,Biogas,0.625,0.5,230,629.62
38424,Bhkw,Germany,Biogas,0.8,0.5,230,805.92
38425,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38426,Bhkw,Germany,Biogas,0.48,0.5,230,483.55
38427,Bhkw,Germany,Biogas,0.16,0.5,230,161.18
38428,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38429,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38430,Bhkw,Germany,Biogas,1.501,0.5,230,1512.11
38431,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38432,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38433,Bhkw,Germany,Biogas,0.901,0.5,230,907.67
38434,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38435,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38436,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38437,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38438,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38439,Bhkw,Germany,Biogas,0.525,0.5,230,528.88
38440,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38441,Bhkw,Germany,Biogas,0.637,0.5,230,641.71
38442,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38443,Bhkw,Germany,Biogas,0.875,0.5,230,881.48
38444,Bhkw,Germany,Biogas,0.18,0.5,230,181.33
38445,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38446,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38447,Bhkw,Germany,Solid Biomass,0.15,0.6,230,181.33
38448,Bhkw,Germany,Biogas,0.24,0.5,230,241.78
38449,Bhkw,Germany,Biogas,0.716,0.5,230,721.3
38450,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38451,Bhkw,Germany,Biogas,0.999,0.5,230,1006.39
38452,Bhkw,Germany,Biogas,0.34,0.5,230,342.52
38453,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38454,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38455,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38456,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38457,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38458,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38459,Bhkw,Germany,Biogas,0.15,0.5,230,151.11
38460,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38461,Bhkw,Germany,Biogas,0.252,0.5,230,253.86
38462,Bhkw,Germany,Biogas,2.0,0.5,230,2014.8
38463,Bhkw,Germany,Biogas,0.26,0.5,230,261.92
38464,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38465,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38466,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38467,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38468,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38469,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38470,Bhkw,Germany,Biogas,0.182,0.5,230,183.35
38471,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38472,Bhkw,Germany,Biogas,0.6,0.5,230,604.44
38473,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38474,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38475,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38476,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38477,Bhkw,Germany,Biogas,0.34,0.5,230,342.52
38478,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38479,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38480,Bhkw,Germany,Biogas,0.6,0.5,230,604.44
38481,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38482,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38483,Bhkw,Germany,Biogas,0.15,0.5,230,151.11
38484,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38485,Bhkw,Germany,Biogas,0.22,0.5,230,221.63
38486,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38487,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38488,Bhkw,Germany,Biogas,0.36,0.5,230,362.66
38489,Bhkw,Germany,Biogas,0.22,0.5,230,221.63
38490,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38491,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38492,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38493,Bhkw,Germany,Biogas,0.38,0.5,230,382.81
38494,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38495,Bhkw,Germany,Solid Biomass,0.24,0.6,230,290.13
38496,Bhkw,Germany,Biogas,0.195,0.5,230,196.44
38497,Bhkw,Germany,Biogas,0.189,0.5,230,190.4
38498,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38499,Bhkw,Germany,Biogas,0.191,0.5,230,192.41
38500,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38501,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38502,Bhkw,Germany,Biogas,0.235,0.5,230,236.74
38503,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38504,Bhkw,Germany,Biogas,0.235,0.5,230,236.74
38505,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38506,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38507,Bhkw,Germany,Biogas,0.18,0.5,230,181.33
38508,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38509,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38510,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38511,Bhkw,Germany,Biogas,0.36,0.5,230,362.66
38512,Bhkw,Germany,Biogas,0.365,0.5,230,367.7
38513,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38514,Bhkw,Germany,Biogas,0.252,0.5,230,253.86
38515,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38516,Bhkw,Germany,Biogas,0.34,0.5,230,342.52
38517,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38518,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38519,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38520,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38521,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38522,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38523,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38524,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38525,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38526,Bhkw,Germany,Biogas,0.525,0.5,230,528.88
38527,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38528,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38529,Bhkw,Germany,Biogas,1.998,0.5,230,2012.79
38530,Bhkw,Germany,Biogas,0.532,0.5,230,535.94
38531,Bhkw,Germany,Biogas,0.26,0.5,230,261.92
38532,Bhkw,Germany,Biogas,0.22,0.5,230,221.63
38533,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38534,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38535,Bhkw,Germany,Biogas,0.26,0.5,230,261.92
38536,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38537,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38538,Bhkw,Germany,Biogas,0.716,0.5,230,721.3
38539,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38540,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38541,Bhkw,Germany,Biogas,0.405,0.5,230,408.0
38542,Bhkw,Germany,Biogas,0.45,0.5,230,453.33
38543,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38544,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
38545,Bhkw,Germany,Biogas,0.637,0.5,230,641.71
38546,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38547,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38548,Bhkw,Germany,Biogas,0.16,0.5,230,161.18
38549,Bhkw,Germany,Biogas,0.34,0.5,230,342.52
38550,Bhkw,Germany,Biogas,0.55,0.5,230,554.07
38551,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38552,Bhkw,Germany,Biogas,0.235,0.5,230,236.74
38553,Bhkw,Germany,Biogas,0.105,0.5,230,105.78
38554,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38555,Bhkw,Germany,Biogas,0.17,0.5,230,171.26
38556,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38557,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38558,Bhkw,Germany,Natural Gas,1.451,0.45,370,2116.34
38559,Bhkw,Germany,Biogas,1.202,0.5,230,1210.89
38560,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38561,Bhkw,Germany,Natural Gas,0.999,0.45,370,1457.08
38562,Bhkw,Germany,Natural Gas,0.999,0.45,370,1457.08
38563,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38564,Bhkw,Germany,Natural Gas,0.999,0.45,370,1457.08
38565,Bhkw,Germany,Natural Gas,0.999,0.45,370,1457.08
38566,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38567,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38568,Bhkw,Germany,Natural Gas,0.393,0.45,370,573.21
38569,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38570,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38571,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38572,Bhkw,Germany,Biogas,0.135,0.5,230,136.0
38573,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38574,Bhkw,Germany,Natural Gas,0.58,0.45,370,845.95
38575,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38576,Bhkw,Germany,Biogas,0.1,0.5,230,100.74
38577,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38578,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38579,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38580,Bhkw,Germany,Biogas,0.38,0.5,230,382.81
38581,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38582,Bhkw,Germany,Biogas,0.837,0.5,230,843.19
38583,Bhkw,Germany,Biogas,0.36,0.5,230,362.66
38584,Bhkw,Germany,Biogas,1.168,0.5,230,1176.64
38585,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38586,Bhkw,Germany,Natural Gas,5.244,0.45,370,7648.58
38587,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38588,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38589,Bhkw,Germany,Biogas,0.576,0.5,230,580.26
38590,Bhkw,Germany,Biogas,0.2,0.5,230,201.48
38591,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38592,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38593,Bhkw,Germany,Natural Gas,2.619,0.45,370,3819.92
38594,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38595,Bhkw,Germany,Biogas,0.526,0.5,230,529.89
38596,Bhkw,Germany,Biogas,0.152,0.5,230,153.12
38597,Bhkw,Germany,Biogas,0.549,0.5,230,553.06
38598,Bhkw,Germany,Biogas,0.218,0.5,230,219.61
38599,Bhkw,Germany,Biogas,0.537,0.5,230,540.97
38600,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38601,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38602,Bhkw,Germany,Biogas,0.38,0.5,230,382.81
38603,Bhkw,Germany,Biogas,1.2,0.5,230,1208.88
38604,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38605,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38606,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38607,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38608,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38609,Bhkw,Germany,Biogas,0.12,0.5,230,120.89
38610,Bhkw,Germany,Biogas,0.12,0.5,230,120.89
38611,Bhkw,Germany,Biogas,0.366,0.5,230,368.71
38612,Bhkw,Germany,Biogas,0.186,0.5,230,187.38
38613,Bhkw,Germany,Biogas,0.16,0.5,230,161.18
38614,Bhkw,Germany,Natural Gas,0.1,0.45,370,145.85
38615,Bhkw,Germany,Natural Gas,0.25,0.45,370,364.64
38616,Bhkw,Germany,Natural Gas,0.58,0.45,370,845.95
38617,Bhkw,Germany,Natural Gas,0.24,0.45,370,350.05
38618,Bhkw,Germany,Natural Gas,0.15,0.45,370,218.78
38619,Bhkw,Germany,Natural Gas,0.239,0.45,370,348.59
38620,Bhkw,Germany,Natural Gas,0.526,0.45,370,767.19
38621,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38622,Bhkw,Germany,Natural Gas,0.42,0.45,370,612.59
38623,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
38624,Bhkw,Germany,Biogas,0.3,0.5,230,302.22
38625,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38626,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38627,Bhkw,Germany,Biogas,0.45,0.5,230,453.33
38628,Bhkw,Germany,Biogas,0.5,0.5,230,503.7
38629,Bhkw,Germany,Natural Gas,0.16,0.45,370,233.37
38630,Bhkw,Germany,Biogas,0.36,0.5,230,362.66
38631,Bhkw,Germany,Biogas,0.347,0.5,230,349.57
38632,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38633,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38634,Bhkw,Germany,Natural Gas,0.238,0.45,370,347.13
38635,Bhkw,Germany,Natural Gas,0.55,0.45,370,802.2
38636,Bhkw,Germany,Natural Gas,0.238,0.45,370,347.13
38637,Bhkw,Germany,Natural Gas,0.42,0.45,370,612.59
38638,Bhkw,Germany,Natural Gas,0.296,0.45,370,431.73
38639,Bhkw,Germany,Natural Gas,0.901,0.45,370,1314.14
38640,Bhkw,Germany,Natural Gas,0.38,0.45,370,554.25
38641,Bhkw,Germany,Natural Gas,0.718,0.45,370,1047.23
38642,Bhkw,Germany,Natural Gas,0.1373,0.45,370,200.26
38643,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38644,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38645,Bhkw,Germany,Natural Gas,0.15275,0.45,370,222.79
38646,Bhkw,Germany,Natural Gas,0.21,0.45,370,306.29
38647,Bhkw,Germany,Natural Gas,6.95,0.45,370,10136.85
38648,Bhkw,Germany,Natural Gas,0.21,0.45,370,306.29
38649,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
38650,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
38651,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38652,Bhkw,Germany,Natural Gas,0.851,0.45,370,1241.22
38653,Bhkw,Germany,Waste,0.44,0.6,500,1156.32
38654,Bhkw,Germany,Waste,0.15,0.6,500,394.2
38655,Bhkw,Germany,Biogas,0.22,0.5,230,221.63
38656,Bhkw,Germany,Biogas,0.22,0.5,230,221.63
38657,Bhkw,Germany,Biogas,0.36,0.5,230,362.66
38658,Bhkw,Germany,Natural Gas,0.315,0.45,370,459.44
38659,Bhkw,Germany,Oil,0.35,0.2,650,398.58
38660,Bhkw,Germany,Biogas,0.405,0.5,230,408.0
38661,Bhkw,Germany,Natural Gas,0.461,0.45,370,672.39
38662,Bhkw,Germany,Natural Gas,0.461,0.45,370,672.39
38663,Bhkw,Germany,Oil,0.35,0.2,650,398.58
38664,Bhkw,Germany,Biogas,0.37,0.5,230,372.74
38665,Bhkw,Germany,Natural Gas,0.14,0.45,370,204.2
38666,Bhkw,Germany,Oil,0.23,0.2,650,261.92
38667,Bhkw,Germany,Oil,0.23,0.2,650,261.92
38668,Bhkw,Germany,Natural Gas,0.203,0.45,370,296.08
38669,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38670,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38671,Bhkw,Germany,Natural Gas,0.393,0.45,370,573.21
38672,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38673,Bhkw,Germany,Biogas,0.4,0.5,230,402.96
38674,Bhkw,Germany,Biogas,0.265,0.5,230,266.96
38675,Bhkw,Germany,Natural Gas,1.999,0.45,370,2915.62
38676,Bhkw,Germany,Natural Gas,0.112,0.45,370,163.36
38677,Bhkw,Germany,Natural Gas,0.4,0.45,370,583.42
38678,Bhkw,Germany,Natural Gas,0.25,0.45,370,364.64
38679,Bhkw,Germany,Biogas,0.39,0.5,230,392.89
38680,Bhkw,Germany,Biogas,0.21,0.5,230,211.55
38681,Bhkw,Germany,Biogas,0.35,0.5,230,352.59
38682,Bhkw,Germany,Biogas,0.344,0.5,230,346.55
38683,Bhkw,Germany,Biogas,0.515,0.5,230,518.81
38684,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38685,Bhkw,Germany,Biogas,0.38,0.5,230,382.81
38686,Bhkw,Germany,Natural Gas,0.126,0.45,370,183.78
38687,Bhkw,Germany,Biogas,0.53,0.5,230,533.92
38688,Bhkw,Germany,Biogas,0.25,0.5,230,251.85
38689,Bhkw,Germany,Biogas,0.344,0.5,230,346.55
38690,Bhkw,Germany,Natural Gas,0.142,0.45,370,207.11
38691,Bhkw,Germany,Natural Gas,0.137,0.45,370,199.82
38692,Bhkw,Germany,Natural Gas,0.1,0.45,370,145.85
38693,Bhkw,Germany,Biogas,0.499,0.5,230,502.69
38694,Bhkw,Germany,Biogas,0.19,0.5,230,191.41
